medical insurance,1567,0.3688576898532227,0.4652201659221442
medical record,1414,0.8048090523338048,0.9045261669024045
medical service,406,0.5295566502463054,0.46551724137931033
medical worker,32,0.65625,0.3125
medicare,22879,0.3165348135845098,0.4332794265483631
medication,65079,0.4308148557906544,0.5928333256503634
memory,70381,0.5303988292294796,0.7604609198505279
mental health,66808,0.6051520775954975,0.5628517542809245
metabolic disease,90,0.5666666666666667,0.34444444444444444
metabolites,95,0.18947368421052632,0.18947368421052632
meth,3766,0.3831651619755709,0.266064790228359
Mounjaro,16,0.75,0.5
mouth,63031,0.8132664879186432,0.8855801113737685
mrna vaccine,161,0.38509316770186336,0.2981366459627329
multiple sclerosis,1386,0.42207792207792205,0.20057720057720058
muscle soreness,847,0.38016528925619836,0.7249114521841794
neurodegenerative disease,29,0.4482758620689655,0.27586206896551724
neurosurgery,194,0.6134020618556701,0.5824742268041238
nurse,65370,0.6731681199326909,0.7149456937433073
nursing home,15480,0.6338501291989664,0.5416020671834625
obesity drug,1,1.0,1.0
obesity,9178,0.5707125735454347,0.2716278056221399
opioid,15936,0.5217745983935743,0.3051581325301205
organ transplant,367,0.6376021798365122,0.7084468664850136
organ,18745,0.5452120565484129,0.6508402240597493
osha,2557,0.5553382870551428,0.3703558858036762
ovarian cancer,1559,0.6369467607440668,0.29698524695317513
ozempic,95,0.4631578947368421,0.5578947368421052
pain,62958,0.659916134565901,0.755328949458369
parkinson,3678,0.3556280587275693,0.47879282218597063
patients,66603,0.456691140038737,0.5527078359833641
pediatric cancer,247,0.5870445344129555,0.42105263157894735
pediatric obesity,1,1.0,1.0
pet scan,64,0.34375,0.3125
physician-assisted suicide,191,0.1518324607329843,0.38219895287958117
pill,41042,0.6229228595097704,0.6681691925344769
pregnant women,8147,0.43242911501166076,0.45366392537130235
premature babies,284,0.4295774647887324,0.31690140845070425
preventive medicine,155,0.4,0.3096774193548387
private treatment,157,0.9872611464968153,0.9554140127388535
psilocybin,1104,0.6739130434782609,0.5679347826086957
psychedelics,869,0.6133486766398158,0.46835443037974683
psychiatry,1683,0.4979203802733215,0.5068330362448009
ptsd,9962,0.5886368199156796,0.44689821321019874
public health,62426,0.5817447858264185,0.35217697754140903
respiratory virus,223,0.6816143497757847,0.3991031390134529
serotonin,2229,0.5240017945266936,0.6289816061013908
sex problems,4,0.0,1.0
sickle cell,491,0.6232179226069247,0.4378818737270876
side effects,58697,0.23485016269996764,0.6047838901477077
skin,65672,0.48588439517602633,0.6510384943354854
smoking rate,34,0.5882352941176471,0.058823529411764705
soreness,9046,0.35087331417200973,0.792726066769843
sperm,13247,0.7206914773156187,0.7148033517022722
sti,9748,0.3170906852687731,0.4418342224045958
stomach,64194,0.8258871545627318,0.9145558774963393
stroke,33877,0.5226554889748207,0.723322608259291
suicide,55477,0.741262144672567,0.7055716783531915
surgery,65217,0.43349126761427237,0.53249919499517
syphilis,819,0.3028083028083028,0.2271062271062271
tb,31332,0.22963743138005874,0.6187284565300651
technology addiction,1,0.0,1.0
teen suicide,298,0.714765100671141,0.39932885906040266
teeth,64931,0.811137977237375,0.8643791101322943
telehealth,4609,0.4523757865046648,0.3362985463224127
therapy,71054,0.37009879809722185,0.5331860275283588
tirzepatide,6,0.8333333333333334,0.6666666666666666
tobacco,30849,0.41777691335213457,0.38513404000129664
traumatic brain injuries,378,0.7671957671957672,0.1984126984126984
traumatic memory,88,0.3977272727272727,0.4772727272727273
treatment,65641,0.48794198747733886,0.601377188037964
tumor,4926,0.5097442143727162,0.61977263499797
umbilical cord,1480,0.8472972972972973,0.8493243243243244
unhealthy indoor air,1,0.0,1.0
unvaccinated children,57,0.3157894736842105,0.22807017543859648
uterine cancer,182,0.42857142857142855,0.27472527472527475
vaccine,62711,0.4505748592750873,0.3917654000095677
virus,61760,0.5754695595854922,0.47838406735751293
wegovy,27,0.8888888888888888,0.7777777777777778
weight gain,16379,0.44911166737896085,0.4962451920141645
weight loss,59296,0.3339348354020507,0.19852941176470587
weight-loss drug,54,0.4444444444444444,0.6111111111111112
workout,63141,0.1461332573129979,0.26884274876862896
wound,63346,0.928835285574464,0.9136646354939538
Zepbound,1,1.0,0.0
